2017-10-29T13:31:38.052Z >> OptiZen - Start...
2017-10-29T13:31:38.071Z >> org.optizen.util.Settings : createIniFile(String) >> Le fichier OptiZen.ini existe d�j� !
2017-10-29T13:31:38.423Z >> OptiZen - End run...
2017-10-29T13:31:40.338Z >> org.optizen.util.Settings : zenTableData() >> Tentative de lecture de la section zenTableData ...
2017-10-29T13:31:40.358Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN) param�tre COUNTER...
2017-10-29T21:06:57.954Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:57.959Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre codeEqu...
2017-10-29T21:06:57.965Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:57.969Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre equipement...
2017-10-29T21:06:57.974Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:57.981Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre codeOrg...
2017-10-29T21:06:57.987Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:57.992Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre organe...
2017-10-29T21:06:57.998Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.002Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre unite...
2017-10-29T21:06:58.007Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.013Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre commentaire...
2017-10-29T21:06:58.019Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.024Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\3) param�tre autre...
2017-10-29T21:06:58.030Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.035Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre ztable...
2017-10-29T21:06:58.042Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.046Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre variable...
2017-10-29T21:06:58.051Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.056Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre name...
2017-10-29T21:06:58.062Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.067Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre codeEqu...
2017-10-29T21:06:58.072Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.077Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre equipement...
2017-10-29T21:06:58.083Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.088Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre codeOrg...
2017-10-29T21:06:58.093Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.098Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre organe...
2017-10-29T21:06:58.103Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.108Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre unite...
2017-10-29T21:06:58.117Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.121Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre commentaire...
2017-10-29T21:06:58.128Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.132Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\4) param�tre autre...
2017-10-29T21:06:58.137Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.141Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre ztable...
2017-10-29T21:06:58.148Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.154Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre variable...
2017-10-29T21:06:58.162Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.167Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre name...
2017-10-29T21:06:58.172Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.177Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre codeEqu...
2017-10-29T21:06:58.182Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.187Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre equipement...
2017-10-29T21:06:58.193Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.197Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre codeOrg...
2017-10-29T21:06:58.202Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.206Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre organe...
2017-10-29T21:06:58.212Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.217Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre unite...
2017-10-29T21:06:58.222Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.226Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre commentaire...
2017-10-29T21:06:58.232Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.236Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\5) param�tre autre...
2017-10-29T21:06:58.241Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.248Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre ztable...
2017-10-29T21:06:58.255Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.261Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre variable...
2017-10-29T21:06:58.266Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.271Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre name...
2017-10-29T21:06:58.275Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.279Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre codeEqu...
2017-10-29T21:06:58.284Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.288Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre equipement...
2017-10-29T21:06:58.292Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.296Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre codeOrg...
2017-10-29T21:06:58.300Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.305Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre organe...
2017-10-29T21:06:58.311Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.315Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre unite...
2017-10-29T21:06:58.320Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.325Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre commentaire...
2017-10-29T21:06:58.332Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.337Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\6) param�tre autre...
2017-10-29T21:06:58.343Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.348Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre ztable...
2017-10-29T21:06:58.353Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.357Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre variable...
2017-10-29T21:06:58.361Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.365Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre name...
2017-10-29T21:06:58.369Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.373Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre codeEqu...
2017-10-29T21:06:58.378Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.382Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre equipement...
2017-10-29T21:06:58.386Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.389Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre codeOrg...
2017-10-29T21:06:58.393Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.397Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre organe...
2017-10-29T21:06:58.402Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.405Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre unite...
2017-10-29T21:06:58.410Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.414Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre commentaire...
2017-10-29T21:06:58.419Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.423Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\7) param�tre autre...
2017-10-29T21:06:58.427Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.431Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre ztable...
2017-10-29T21:06:58.435Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.439Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre variable...
2017-10-29T21:06:58.444Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.448Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre name...
2017-10-29T21:06:58.452Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.456Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre codeEqu...
2017-10-29T21:06:58.460Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.463Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre equipement...
2017-10-29T21:06:58.467Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.470Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre codeOrg...
2017-10-29T21:06:58.474Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.478Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre organe...
2017-10-29T21:06:58.482Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.486Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre unite...
2017-10-29T21:06:58.490Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.494Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre commentaire...
2017-10-29T21:06:58.498Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.504Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\8) param�tre autre...
2017-10-29T21:06:58.510Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-29T21:06:58.516Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\9) param�tre ztable...
